date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:46:46	265572/265572	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Mar%202019%2012:51:06%20GMT	https://irtech.biz/TF/prolandix/brolandix/assets/img/list-feature-image-2.png	E:/Bhargav/templates/neelotpal3/irtech.biz/TF/prolandix/brolandix/assets/img/list-feature-image-2.png	(from https://irtech.biz/TF/prolandix/brolandix/index.html)
14:46:46	100409/100409	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Mar%202019%2003:09:00%20GMT	https://irtech.biz/TF/prolandix/brolandix/assets/img/feature-blcok-img.png	E:/Bhargav/templates/neelotpal3/irtech.biz/TF/prolandix/brolandix/assets/img/feature-blcok-img.png	(from https://irtech.biz/TF/prolandix/brolandix/index.html)
14:46:47	10675/10675	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202019%2003:02:36%20GMT	https://irtech.biz/TF/prolandix/brolandix/assets/img/product/01.jpg	E:/Bhargav/templates/neelotpal3/irtech.biz/TF/prolandix/brolandix/assets/img/product/01.jpg	(from https://irtech.biz/TF/prolandix/brolandix/index.html)
14:46:48	12460/12460	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202019%2003:03:42%20GMT	https://irtech.biz/TF/prolandix/brolandix/assets/img/product/02.jpg	E:/Bhargav/templates/neelotpal3/irtech.biz/TF/prolandix/brolandix/assets/img/product/02.jpg	(from https://irtech.biz/TF/prolandix/brolandix/index.html)
14:46:50	14994/14994	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202019%2003:04:08%20GMT	https://irtech.biz/TF/prolandix/brolandix/assets/img/product/03.jpg	E:/Bhargav/templates/neelotpal3/irtech.biz/TF/prolandix/brolandix/assets/img/product/03.jpg	(from https://irtech.biz/TF/prolandix/brolandix/index.html)
14:46:52	9093/9093	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202019%2003:05:02%20GMT	https://irtech.biz/TF/prolandix/brolandix/assets/img/product/04.jpg	E:/Bhargav/templates/neelotpal3/irtech.biz/TF/prolandix/brolandix/assets/img/product/04.jpg	(from https://irtech.biz/TF/prolandix/brolandix/index.html)
14:46:54	15187/15187	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Mar%202019%2003:06:12%20GMT	https://irtech.biz/TF/prolandix/brolandix/assets/img/product/05.jpg	E:/Bhargav/templates/neelotpal3/irtech.biz/TF/prolandix/brolandix/assets/img/product/05.jpg	(from https://irtech.biz/TF/prolandix/brolandix/index.html)
14:46:56	6534/6534	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202019%2002:07:10%20GMT	https://irtech.biz/TF/prolandix/brolandix/assets/img/testimonial/01.png	E:/Bhargav/templates/neelotpal3/irtech.biz/TF/prolandix/brolandix/assets/img/testimonial/01.png	(from https://irtech.biz/TF/prolandix/brolandix/index.html)
14:46:58	6041/6041	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202019%2002:20:26%20GMT	https://irtech.biz/TF/prolandix/brolandix/assets/img/testimonial/02.png	E:/Bhargav/templates/neelotpal3/irtech.biz/TF/prolandix/brolandix/assets/img/testimonial/02.png	(from https://irtech.biz/TF/prolandix/brolandix/index.html)
14:47:00	8621/8621	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202019%2002:24:46%20GMT	https://irtech.biz/TF/prolandix/brolandix/assets/img/testimonial/03.png	E:/Bhargav/templates/neelotpal3/irtech.biz/TF/prolandix/brolandix/assets/img/testimonial/03.png	(from https://irtech.biz/TF/prolandix/brolandix/index.html)
14:47:02	6765/6765	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202019%2002:44:40%20GMT	https://irtech.biz/TF/prolandix/brolandix/assets/img/testimonial/04.png	E:/Bhargav/templates/neelotpal3/irtech.biz/TF/prolandix/brolandix/assets/img/testimonial/04.png	(from https://irtech.biz/TF/prolandix/brolandix/index.html)
14:47:08	180081/180081	---M--	200	added ('OK')	image/png	date:Thu,%2014%20Mar%202019%2001:58:52%20GMT	https://irtech.biz/TF/prolandix/brolandix/assets/img/faq-image.png	E:/Bhargav/templates/neelotpal3/irtech.biz/TF/prolandix/brolandix/assets/img/faq-image.png	(from https://irtech.biz/TF/prolandix/brolandix/index.html)
14:47:10	101677/101677	---M--	200	added ('OK')	application/javascript	date:Sat,%2008%20Dec%202018%2022:20:40%20GMT	https://irtech.biz/TF/prolandix/brolandix/assets/js/jquery.js	E:/Bhargav/templates/neelotpal3/irtech.biz/TF/prolandix/brolandix/assets/js/jquery.js	(from https://irtech.biz/TF/prolandix/brolandix/index.html)
